customer_id,revenue,orders,skus,items,first_order_date,last_order_date,avg_items,avg_order_value,tenure,recency,cohort,heterogeneity,r,f,m,h,rfm,rfm_score,rfm_segment_name,avg_latency,min_latency,max_latency,std_latency,latency_cov,days_to_next_order,latency_label,abc_class_12m,abc_rank_12m,predicted_purchases,predicted_aov,predicted_clv,predicted_abc_class,predicted_abc_class_rank
12357.0,6207.67,1,131,2708,2011-11-06 16:07:00,2011-11-06 16:07:00,2708.0,6207.67,33,33,20114,131,5,1,2,2,512,8,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,A,192.0,0.7195243602443967,0.0,0.0,C,3564.0
12358.0,1168.06,2,13,248,2011-07-12 10:04:00,2011-12-08 10:26:00,124.0,584.03,150,1,20113,13,5,1,1,1,511,7,Loyal,74.0,149.0,149.0,-1.0,-1.0,-1.0,Not sure,B,1430.0,0.7454198070874335,539.9071255504363,507.0797719440485,A,1056.0
12359.0,6245.53,6,214,1612,2011-01-12 12:43:00,2011-12-02 11:21:00,268.67,1040.92,331,7,20111,214,5,1,2,3,512,8,Loyal,68.0,26.0,132.0,57.14309523759921,0.8403396358470472,68.14309523759921,Order due soon,A,189.0,0.8572437007703024,1515.1107660727362,1482.084089135263,A,169.0
12360.0,2662.06,3,105,1165,2011-05-23 09:43:00,2011-10-18 15:22:00,388.33,887.35,200,52,20112,105,4,1,1,2,411,6,Loyal,49.0,60.0,88.0,19.79898987322333,0.4040610178208843,16.798989873223334,Order overdue,A,622.0,0.9399288557499182,652.1767730885059,717.098699498886,A,619.0
12361.0,189.9,1,10,91,2011-02-25 13:51:00,2011-02-25 13:51:00,91.0,189.9,287,287,20111,10,2,1,1,1,211,4,Hold and improve,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,3666.0,0.20798681479184936,0.0,0.0,C,3564.0
12362.0,5154.58,13,201,2212,2011-02-17 10:30:00,2011-12-06 15:40:00,170.15,396.51,295,3,20111,201,5,2,2,3,522,9,Loyal,29.0,2.0,70.0,25.802669973818173,0.8897472404764887,51.80266997381817,Order due soon,A,247.0,2.4197425395227974,514.7897442673542,1222.9742210295792,A,254.0
12363.0,552.0,2,23,408,2011-04-11 13:29:00,2011-08-22 10:18:00,204.0,276.0,242,109,20112,23,4,1,1,1,411,6,Loyal,66.0,133.0,133.0,-1.0,-1.0,-1.0,Not sure,C,2421.0,0.525451736670215,341.18648350310013,214.28295230538106,C,2321.0
12364.0,1313.1,4,70,1506,2011-08-19 15:24:00,2011-12-02 10:22:00,376.5,328.28,112,7,20113,70,5,1,1,2,511,7,Loyal,26.0,33.0,38.0,2.6457513110645907,0.10175966581017656,21.64575131106459,Order not due,B,1309.0,1.8875483576842254,282.1055202280913,548.7945256415974,A,953.0
12365.0,320.69,3,22,173,2011-02-21 13:51:00,2011-02-21 14:04:00,57.67,106.9,291,291,20111,22,1,1,1,1,111,3,Risky,0.0,0.0,0.0,-1.0,-1.0,-1.0,Not sure,C,3117.0,0.20568401920394808,0.0,0.0,C,3564.0
12367.0,168.9,1,11,173,2011-12-05 16:48:00,2011-12-05 16:48:00,173.0,168.9,4,4,20114,11,5,1,1,1,511,7,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,3757.0,1.0004731178216126,0.0,0.0,C,3564.0
12370.0,3545.69,4,143,2353,2010-12-14 12:58:00,2011-10-19 14:51:00,588.25,886.42,360,51,20104,143,4,1,1,2,411,6,Loyal,77.0,3.0,223.0,111.35528725660043,1.4461725617740315,137.35528725660043,Order due soon,A,428.0,0.7995369754952766,585.9670458834017,538.4353352114186,A,975.0
12371.0,1887.96,2,63,591,2011-10-11 10:43:00,2011-10-26 10:16:00,295.5,943.98,59,44,20114,63,4,1,1,2,411,6,Loyal,7.0,15.0,15.0,-1.0,-1.0,-1.0,Not sure,A,925.0,1.2692148558316334,390.64728007123796,522.1862671345973,A,1013.0
12372.0,1298.04,3,34,794,2011-02-16 12:46:00,2011-09-29 12:12:00,264.67,432.68,296,71,20111,34,4,1,1,1,411,6,Loyal,75.0,84.0,141.0,40.30508652763321,0.5374011537017761,44.30508652763321,Order overdue,B,1327.0,0.6935927900215385,437.4581095891791,367.4191554869962,B,1555.0
12373.0,364.6,1,14,197,2011-02-01 13:10:00,2011-02-01 13:10:00,197.0,364.6,311,311,20111,14,1,1,1,1,111,3,Risky,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,2929.0,0.194894806431035,0.0,0.0,C,3564.0
12374.0,742.9300000000001,1,33,342,2011-11-14 15:37:00,2011-11-14 15:37:00,342.0,742.93,25,25,20114,33,5,1,1,1,511,7,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,1986.0,0.7799432561824926,0.0,0.0,C,3564.0
12375.0,455.42,3,14,177,2011-09-02 14:23:00,2011-12-07 11:27:00,59.0,151.81,98,2,20113,14,5,1,1,1,511,7,Loyal,44.0,88.0,88.0,-1.0,-1.0,-1.0,Not sure,C,2648.0,0.9756830842376872,329.31773960206243,383.03444328246053,B,1492.0
12377.0,1628.12,2,72,944,2010-12-20 09:37:00,2011-01-28 15:45:00,472.0,814.06,354,315,20104,72,1,1,1,2,111,3,Risky,19.0,39.0,39.0,-1.0,-1.0,-1.0,Not sure,A,1077.0,0.3845079720196848,513.7681798384232,109.14893681821529,C,2722.0
12378.0,4008.62,1,219,2529,2011-08-02 10:34:00,2011-08-02 10:34:00,2529.0,4008.62,129,129,20113,219,3,1,1,3,311,5,Potential loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,A,351.0,0.3728932905035561,0.0,0.0,C,3564.0
12379.0,850.29,3,39,406,2011-06-22 16:32:00,2011-09-19 10:09:00,135.33,283.43,170,81,20112,39,4,1,1,1,411,6,Loyal,44.0,89.0,89.0,-1.0,-1.0,-1.0,Not sure,B,1828.0,0.6829232398365301,405.6102101254645,323.6656851823607,B,1756.0
12380.0,2720.56,5,77,1126,2011-06-07 09:49:00,2011-11-18 11:27:00,225.2,544.11,185,21,20112,77,5,1,1,2,511,7,Loyal,41.0,22.0,107.0,45.785732857881975,1.116725191655658,65.78573285788198,Order due soon,A,610.0,1.3477065679035016,624.95295329451,914.9124276144715,A,407.0
12381.0,1803.96,6,70,783,2011-08-12 09:57:00,2011-12-05 12:44:00,130.5,300.66,119,4,20113,70,5,1,1,2,511,7,Loyal,23.0,1.0,60.0,24.226363050748386,1.0533201326412343,43.22636305074839,Order due soon,A,971.0,2.292986933276404,205.68951335233027,467.39286301928223,A,1171.0
12383.0,1839.31,6,84,1529,2010-12-22 14:28:00,2011-06-08 08:02:00,254.83,306.55,352,184,20104,84,3,1,1,2,311,5,Potential loyal,33.0,21.0,61.0,18.672618098881223,0.5658369120873098,-132.32738190111877,Order overdue,A,954.0,1.0216735009474693,336.0330197832742,358.11253864784885,B,1593.0
12384.0,566.16,3,26,121,2011-08-10 11:23:00,2011-11-11 08:39:00,40.33,188.72,121,28,20113,26,5,1,1,1,511,7,Loyal,46.0,93.0,93.0,-1.0,-1.0,-1.0,Not sure,C,2394.0,0.8582589699205091,359.51145463123936,370.6672831702376,B,1541.0
12386.0,401.9,2,10,354,2010-12-08 09:53:00,2011-01-06 12:37:00,177.0,200.95,366,337,20104,10,1,1,1,1,111,3,Risky,14.0,29.0,29.0,-1.0,-1.0,-1.0,Not sure,C,2802.0,0.3732551192068303,290.4325942142267,50.10168847188454,C,2781.0
12388.0,2780.66,6,57,1462,2011-01-17 11:12:00,2011-11-24 12:30:00,243.67,463.44,326,15,20111,57,5,1,1,2,511,7,Loyal,51.0,21.0,127.0,41.996428419569206,0.8234593807758668,77.99642841956921,Order due soon,A,588.0,1.322290825242023,459.86813370239594,642.8894989411806,A,751.0
12390.0,549.84,1,32,353,2011-09-21 09:33:00,2011-09-21 09:33:00,353.0,549.84,79,79,20113,32,4,1,1,1,411,6,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,2426.0,0.4977951870209583,0.0,0.0,C,3564.0
12391.0,460.89,1,92,300,2011-11-18 12:07:00,2011-11-18 12:07:00,300.0,460.89,21,21,20114,92,5,1,1,2,511,7,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,2629.0,0.8141246745798456,0.0,0.0,C,3564.0
12393.0,1582.6000000000001,4,47,816,2011-01-11 09:47:00,2011-09-28 15:41:00,204.0,395.65,332,72,20111,47,4,1,1,1,411,6,Loyal,65.0,3.0,173.0,85.03136676152708,1.3081748732542628,78.03136676152708,Order due soon,A,1108.0,0.8549834874408379,385.558979317905,375.5935731252486,B,1522.0
12394.0,1272.48,2,26,819,2011-05-06 14:01:00,2011-10-07 08:08:00,409.5,636.24,217,63,20112,26,4,1,1,1,411,6,Loyal,77.0,154.0,154.0,-1.0,-1.0,-1.0,Not sure,B,1346.0,0.5713867920420316,636.057805713707,454.2949865766473,A,1225.0
12395.0,2998.28,15,91,2113,2010-12-03 16:35:00,2011-11-24 12:20:00,140.87,199.89,371,15,20104,91,5,2,1,2,521,8,Loyal,29.0,0.0,56.0,19.879637823662684,0.6855047525400926,29.879637823662684,Order due soon,A,540.0,2.206647342558117,282.8767775019817,617.5167809120466,A,796.0
12397.0,2409.9,2,110,1263,2011-07-27 14:21:00,2011-11-04 09:52:00,631.5,1204.95,135,35,20113,110,5,1,1,2,511,7,Loyal,50.0,100.0,100.0,-1.0,-1.0,-1.0,Not sure,A,709.0,0.7996948411753843,776.3075658423509,750.5291939474421,A,578.0
12398.0,1635.6599999999999,1,85,1394,2011-10-25 10:27:00,2011-10-25 10:27:00,1394.0,1635.66,45,45,20114,85,4,1,1,2,411,6,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,A,1073.0,0.6446207478945574,0.0,0.0,C,3564.0
12399.0,1108.65,4,47,1178,2011-03-23 09:42:00,2011-08-12 13:15:00,294.5,277.16,261,119,20111,47,3,1,1,1,311,5,Potential loyal,35.0,30.0,64.0,17.009801096230763,0.48599431703516466,-66.99019890376924,Order overdue,B,1498.0,1.0365916203579384,313.6562804471188,356.9225777643652,B,1601.0
12401.0,84.3,1,5,11,2011-02-09 13:50:00,2011-02-09 13:50:00,11.0,84.3,303,303,20111,5,1,1,1,1,111,3,Risky,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,4140.0,0.1990717517555809,0.0,0.0,C,3564.0
12402.0,225.6,1,11,94,2011-01-20 13:49:00,2011-01-20 13:49:00,94.0,225.6,323,323,20111,11,1,1,1,1,111,3,Risky,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,3501.0,0.1889480154449907,0.0,0.0,C,3564.0
12403.0,409.7,2,5,95,2011-10-21 10:51:00,2011-10-21 11:00:00,47.5,204.85,49,49,20114,5,4,1,1,1,411,6,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,2780.0,0.6230023257359261,0.0,0.0,C,3564.0
12405.0,1710.39,1,54,857,2011-07-14 08:52:00,2011-07-14 08:52:00,857.0,1710.39,148,148,20113,54,3,1,1,1,311,5,Potential loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,A,1027.0,0.3404344102567297,0.0,0.0,C,3564.0
12406.0,3280.75,3,92,1809,2011-06-09 10:23:00,2011-11-17 19:22:00,603.0,1093.58,183,22,20112,92,5,1,1,2,511,7,Loyal,80.0,161.0,161.0,-1.0,-1.0,-1.0,Not sure,A,480.0,0.6482364120313462,1052.9185715608553,866.5448948718167,A,445.0
12407.0,1708.1200000000001,5,57,1416,2011-03-20 13:21:00,2011-10-21 10:11:00,283.2,341.62,264,49,20111,57,4,1,1,2,411,6,Loyal,43.0,22.0,85.0,32.836717253708535,0.7636445872955473,26.836717253708535,Order overdue,A,1030.0,1.297917045389497,380.94380835524447,529.0244877283205,A,997.0
12408.0,2842.57,9,81,1399,2011-03-24 14:46:00,2011-11-07 12:30:00,155.44,315.84,260,32,20111,81,5,2,1,2,521,8,Loyal,45.0,0.0,85.0,38.79003308411411,0.8620007352025357,51.79003308411411,Order due soon,A,575.0,1.04165808833572,609.0359284693577,711.0409355608226,A,629.0
12409.0,11056.93,7,91,5543,2011-06-10 12:19:00,2011-09-22 10:38:00,791.86,1579.56,182,78,20112,91,4,2,2,2,422,8,Loyal,34.0,1.0,103.0,72.12489168102785,2.1213203435596424,28.124891681027847,Order overdue,A,80.0,1.0064514848765471,1690.642867864235,1951.5499501977752,A,108.0
12410.0,681.0799999999999,3,26,209,2011-02-04 10:38:00,2011-02-11 15:47:00,69.67,227.03,308,301,20111,26,1,1,1,1,111,3,Risky,0.0,0.0,0.0,-1.0,-1.0,-1.0,Not sure,C,2098.0,0.19644045706885277,0.0,0.0,C,3564.0
12412.0,1226.88,3,43,829,2011-06-23 13:51:00,2011-09-26 10:16:00,276.33,408.96,169,74,20112,43,4,1,1,1,411,6,Loyal,31.0,32.0,63.0,21.920310216782973,0.7071067811865475,-21.079689783217027,Order overdue,B,1394.0,1.0611248809770637,378.55785413378305,457.37183987121034,A,1214.0
12413.0,694.15,5,29,282,2011-01-06 16:12:00,2011-10-04 09:00:00,56.4,138.83,337,66,20111,29,4,1,1,1,411,6,Loyal,90.0,101.0,170.0,48.79036790187178,0.5421151989096865,72.79036790187178,Order due soon,C,2071.0,0.6238364753688813,241.59675272004208,184.74482059763972,C,2464.0
12414.0,562.41,3,16,300,2011-02-02 14:51:00,2011-05-06 14:51:00,100.0,187.47,310,217,20111,16,2,1,1,1,211,4,Hold and improve,31.0,10.0,83.0,51.61879502661797,1.665122420213483,-134.38120497338204,Order overdue,C,2398.0,0.664913432713112,282.60325968265954,203.72730814651968,C,2364.0
12415.0,123725.45,26,444,77242,2011-01-06 11:12:00,2011-11-15 14:22:00,2970.85,4758.67,337,24,20111,444,5,3,4,4,534,12,Loyal,14.0,0.0,46.0,15.065733164684474,1.0761237974774625,5.065733164684474,Order overdue,A,5.0,3.4946189774753837,7323.629188093699,24400.630250796516,A,7.0
12417.0,3578.8,12,158,1539,2010-12-17 11:51:00,2011-12-06 14:52:00,128.25,298.23,357,3,20104,158,5,2,1,3,521,8,Loyal,39.0,21.0,67.0,15.266677063835095,0.3914532580470537,51.2666770638351,Order not due,A,424.0,1.8581296952702058,419.3672964646289,785.1868037045963,A,533.0
12418.0,668.58,1,34,407,2011-08-19 11:08:00,2011-08-19 11:08:00,407.0,668.58,112,112,20113,34,4,1,1,1,411,6,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,2128.0,0.40767144241932984,0.0,0.0,C,3564.0
12420.0,600.39,1,29,345,2011-10-07 08:55:00,2011-10-07 08:55:00,345.0,600.39,63,63,20114,29,4,1,1,1,411,6,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,2311.0,0.5575574200102673,0.0,0.0,C,3564.0
12421.0,806.27,5,33,483,2011-01-24 15:09:00,2011-11-24 09:07:00,96.6,161.25,319,15,20111,33,5,1,1,1,511,7,Loyal,76.0,59.0,146.0,43.546909572704855,0.5729856522724323,104.54690957270486,Order not due,B,1888.0,0.8839244028877424,272.6009197329513,275.0600608058141,C,2006.0
12422.0,803.5600000000001,3,39,370,2011-01-19 09:13:00,2011-09-05 09:48:00,123.33,267.85,324,95,20111,39,4,1,1,1,411,6,Loyal,76.0,73.0,156.0,58.68986283848344,0.7722350373484663,39.68986283848344,Order overdue,B,1892.0,0.6442264402739254,332.01641649331447,259.8335154743847,C,2094.0
12423.0,1849.11,9,97,1327,2010-12-21 10:54:00,2011-12-09 10:10:00,147.44,205.46,353,0,20104,97,5,2,1,2,521,8,Loyal,44.0,9.0,100.0,35.575540018656746,0.8085350004240169,79.57554001865674,Order not due,A,944.0,1.6631693845115918,258.07445606748365,438.2893621110273,B,1287.0
12424.0,1760.96,2,30,740,2011-06-30 12:06:00,2011-06-30 12:06:00,370.0,880.48,162,162,20112,30,3,1,1,1,311,5,Potential loyal,0.0,0.0,0.0,-1.0,-1.0,-1.0,Not sure,A,1003.0,0.3199153313885555,0.0,0.0,C,3564.0
12425.0,777.2,1,36,496,2011-09-22 17:31:00,2011-09-22 17:31:00,496.0,777.2,78,78,20113,36,4,1,1,1,411,6,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,1930.0,0.5011524570435977,0.0,0.0,C,3564.0
12426.0,582.73,1,30,258,2011-05-29 12:26:00,2011-05-29 12:26:00,258.0,582.73,194,194,20112,30,3,1,1,1,311,5,Potential loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,2359.0,0.2811782072707501,0.0,0.0,C,3564.0
12427.0,708.37,5,26,236,2010-12-03 10:44:00,2011-11-28 10:48:00,47.2,141.67,371,11,20104,26,5,1,1,1,511,7,Loyal,116.0,39.0,311.0,192.33304448274092,1.6580434869201803,287.3330444827409,Order due soon,C,2047.0,0.5759227387066171,318.5076473275092,227.65876734900317,C,2262.0
12428.0,7877.2,12,258,3503,2011-03-01 09:33:00,2011-11-14 08:22:00,291.92,656.43,283,25,20111,258,5,2,2,3,522,9,Loyal,28.0,0.0,95.0,37.61363734452857,1.3433441908760204,40.61363734452857,Order due soon,A,131.0,1.73761697348189,484.7115585281779,859.6544546780535,A,450.0
12429.0,3750.4,4,82,1557,2010-12-09 12:05:00,2011-11-30 17:22:00,389.25,937.6,365,9,20104,82,5,1,1,2,511,7,Loyal,89.0,55.0,163.0,56.53612414495119,0.6352373499432717,136.5361241449512,Order not due,A,395.0,0.7905482713204373,709.3732038151221,646.89337497764,A,747.0
12430.0,256.4,1,11,117,2011-10-27 15:09:00,2011-10-27 15:09:00,117.0,256.4,43,43,20114,11,4,1,1,1,411,6,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,3381.0,0.6560025342267499,0.0,0.0,C,3564.0
12431.0,6416.39,18,163,2868,2010-12-01 10:03:00,2011-11-04 11:55:00,159.33,356.47,373,35,20104,163,5,2,2,3,522,9,Loyal,22.0,0.0,74.0,23.517120254294426,1.0689600115588376,10.517120254294426,Order overdue,A,182.0,2.8046529639482958,466.99079012406366,1269.2623894105502,A,235.0
12432.0,5059.32,5,107,1801,2011-06-20 13:27:00,2011-10-28 11:43:00,360.2,1011.86,172,42,20112,107,5,1,2,2,512,8,Loyal,26.0,0.0,128.0,63.67364708679199,2.4489864264150762,47.67364708679199,Order due soon,A,255.0,1.0486079814508134,704.0446337443036,851.8647669123543,A,463.0
12433.0,13375.87,7,219,11071,2010-12-01 13:24:00,2011-12-09 10:02:00,1581.57,1910.84,373,0,20104,219,5,2,2,3,522,9,Loyal,53.0,0.0,275.0,105.85540452271044,1.9972717834473668,158.85540452271044,Order due soon,A,62.0,1.182218264502738,1937.0540329739813,2446.607965835602,A,75.0
12434.0,765.19,4,49,373,2010-12-14 11:12:00,2011-09-16 12:38:00,93.25,191.3,360,84,20104,49,4,1,1,1,411,6,Loyal,88.0,176.0,176.0,-1.0,-1.0,-1.0,Not sure,C,1955.0,0.49695889030940127,464.48749261353066,289.55036215855716,C,1919.0
12435.0,7829.89,2,31,2055,2011-03-17 07:40:00,2011-09-21 09:06:00,1027.5,3914.94,267,79,20111,31,4,1,2,1,412,7,Loyal,94.0,188.0,188.0,-1.0,-1.0,-1.0,Not sure,A,133.0,0.4866687953881211,2002.8106296483834,1233.9940130007885,A,247.0
12436.0,509.01,1,16,211,2011-09-01 12:09:00,2011-09-01 12:09:00,211.0,509.01,99,99,20113,16,4,1,1,1,411,6,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,2513.0,0.4389799135001347,0.0,0.0,C,3564.0
12437.0,4896.66,19,119,2918,2011-01-12 14:13:00,2011-12-08 11:35:00,153.58,257.72,331,1,20111,119,5,3,2,2,532,10,Loyal,18.0,0.0,79.0,19.371560415753205,1.076197800875178,36.37156041575321,Order due soon,A,270.0,3.323760141572998,332.63974541561186,1058.0898249917645,A,328.0
12438.0,2906.85,2,84,1180,2011-07-22 13:29:00,2011-11-25 13:28:00,590.0,1453.42,140,14,20113,84,5,1,1,2,511,7,Loyal,63.0,126.0,126.0,-1.0,-1.0,-1.0,Not sure,A,562.0,0.780808263026482,1155.7794793070861,1118.1335432473536,A,297.0
12441.0,173.55,1,11,121,2010-12-08 10:45:00,2010-12-08 10:45:00,121.0,173.55,366,366,20104,11,1,1,1,1,111,3,Risky,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,D,4283.0,0.17032508341761185,0.0,0.0,C,3564.0
12442.0,172.06,1,12,182,2011-12-06 14:22:00,2011-12-06 14:22:00,182.0,172.06,3,3,20114,12,5,1,1,1,511,7,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,3746.0,1.0141278531817546,0.0,0.0,C,3564.0
12444.0,5005.46,5,138,1155,2011-06-21 14:00:00,2011-11-18 13:23:00,231.0,1001.09,171,21,20112,138,5,1,2,2,512,8,Loyal,30.0,27.0,50.0,9.46924847422786,0.31564161580759537,18.46924847422786,Order overdue,A,263.0,1.7985518788109591,701.0459475760324,1297.3852939872754,A,221.0
12445.0,133.4,1,4,62,2011-11-17 18:43:00,2011-11-17 18:43:00,62.0,133.4,22,22,20114,4,5,1,1,1,511,7,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,3938.0,0.8053014752038989,0.0,0.0,C,3564.0
12446.0,1002.3100000000001,1,58,352,2011-10-13 12:50:00,2011-10-13 12:50:00,352.0,1002.31,57,57,20114,58,4,1,1,2,411,6,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,B,1626.0,0.5838421945408758,0.0,0.0,C,3564.0
12447.0,476.49,1,26,190,2011-04-10 13:25:00,2011-04-10 13:25:00,190.0,476.49,243,243,20112,26,2,1,1,1,211,4,Hold and improve,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,2595.0,0.23719873662668256,0.0,0.0,C,3564.0
12448.0,449.45,1,22,243,2011-10-26 13:46:00,2011-10-26 13:46:00,243.0,449.45,44,44,20114,22,4,1,1,1,411,6,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,2668.0,0.6502618385959703,0.0,0.0,C,3564.0
12449.0,4067.29,4,118,1553,2011-06-05 15:37:00,2011-11-17 13:46:00,388.25,1016.82,187,22,20112,118,5,1,1,2,511,7,Loyal,41.0,38.0,69.0,15.716233645501712,0.38332277184150515,34.71623364550171,Order due soon,A,343.0,1.3372195908890192,886.8996469102527,1289.555227537387,A,228.0
12450.0,197.88,2,7,128,2011-06-19 14:36:00,2011-07-06 14:41:00,64.0,98.94,173,156,20112,7,3,1,1,1,311,5,Potential loyal,8.0,17.0,17.0,-1.0,-1.0,-1.0,Not sure,C,3626.0,0.6727208553427614,268.7271092590215,152.4868991402335,C,2606.0
12451.0,8933.52,6,265,6455,2011-01-19 09:05:00,2011-11-29 08:40:00,1075.83,1488.92,324,10,20111,265,5,1,2,3,512,8,Loyal,62.0,11.0,153.0,63.3850665903781,1.022339783715776,115.3850665903781,Order due soon,A,112.0,1.1008894073480695,1278.1122163746365,1535.5874941439854,A,163.0
12452.0,428.57,3,21,183,2011-11-23 08:05:00,2011-11-23 10:28:00,61.0,142.86,16,16,20114,21,5,1,1,1,511,7,Loyal,0.0,0.0,0.0,-1.0,-1.0,-1.0,Not sure,C,2719.0,0.8613089956405298,0.0,0.0,C,3564.0
12453.0,707.09,1,43,473,2011-07-28 14:08:00,2011-07-28 14:08:00,473.0,707.09,134,134,20113,43,3,1,1,1,311,5,Potential loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,2049.0,0.3637660615088803,0.0,0.0,C,3564.0
12454.0,5.684341886080802e-14,2,15,0,2011-10-14 17:13:00,2011-10-17 15:07:00,0.0,0.0,56,53,20114,15,4,1,1,1,411,6,Loyal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,C,4275.0,0.5884658469805469,0.0,0.0,C,3564.0
12455.0,2466.86,6,85,2089,2011-02-16 09:56:00,2011-09-27 15:31:00,348.17,411.14,296,73,20111,85,4,1,1,2,411,6,Loyal,37.0,1.0,106.0,39.17014168981267,1.058652478103045,3.1701416898126666,Order overdue,A,690.0,1.429288590851518,205.80313001647875,306.9902835341401,C,1847.0
